"id","finance_info"
"235","05/14/2019 - 5/14 - emailed HO again collection letter as HO has until 5/21 to pay
5/9 - lft msg for ho advsing to call us/send in payment to avoid further collections (by Cynthia) 
 04/29/2019 - LIEN CUT OFF JUNE 17TH
4/29-gus advsd that ross brothers is unable to collect from this homeowner(he's not replying/returning phone calls)..gus advsd ross brothers that we would writeoff amount..asked gus if we could try and collect ourselves-recd ok to do so....did some research..customer owns home-prev lien from years ago HOA fees...emailed customer demand (read & delivery receipt) for payment letter/also asked if he filed a claim w/insurance co..we could submit our invoice..gave customer/ho unitl 5/21 to pay or lien (by Cynthia) 
 04/23/2019 -  (by Cynthia) 
 04/22/2019 - 4/22 - emailed Crystal for update on payment status for this invoice... (by Cynthia) 
 04/22/2019 -  (by Cynthia) 
 04/01/2019 - 4/1 spoke to crystal..she advsd she's sending these  invoices to acct for payment..gave me 2 add'l email addresses to send out statement to: crystal@rossbrothers.com scott@rossbrothers.com
3/29 emailed past due statement to tony@rossbrothers.com (by Cynthia) 
 03/19/2019 -  (by Cynthia) 
 03/19/2019 -  (by Cynthia) 
 "
"246","03/26/2019 -  (by Cynthia) 
 02/18/2019 -  (by Michelle) 
 "
"249","03/20/2019 -  (by Michelle) 
 "
"250","03/20/2019 -  (by Michelle) 
 "
"261","03/21/2019 -  (by Cynthia) 
 "
"286","04/17/2019 - 4/17 - mailed out ck issued letter w/postage paid envelope..gave HO until May 3rd-if not will do NTO.
4/17 - spoke to chris w/asi advsd ck issued directly to insured - no other name on the chk it was $2500 to include water mit svcs & roof tarp svcs..advsd him we may need to lien her as she's refusing to pay us..he understands & this won't hurt our relationship w/asi. (by Cynthia) 
 04/17/2019 - 4/17 - lft msg for Chris (the adjuster) asking if our name is on the check... (by Cynthia) 
 04/16/2019 - 4/16 - recd email from Chris stating payment has been issued to the insured--emailed him back asking if our name was on the payment?? (by Cynthia) 
 04/16/2019 - 4/16 - spoke to sherry w/cust svc--she sent an internal msg to adjuster requesting him to call me-regarding payment status. 
4/15 - emailed adjuster chris again w/read receipt & delivery receipt for payment status (by Cynthia) 
 04/10/2019 - 4/10 - emailed the adjuster Chris for payment status.. (by Cynthia) 
 04/08/2019 - 4/8 NTO DATE: 5/3  LIEN DATE: 6/18 (by Cynthia) 
 04/08/2019 - 4/8 - recd reply from Justin advising Chris Smith is the adjuster on this claim-Justin forwarded my email to Chris..i in-turn emailed Chris as well for an update. 4/8 - recd email from chris w/update stating: The claim is still under review, once I have reviewed the claim I will update the insured, thank you. (by Cynthia) 
 04/08/2019 - 4/8 -spoke to ryan w/asi cust svc..advsd they did recv the field adjusters report-no new notes--no payment issd to homeowner yet-there's a new adjuster assigned Justin Sims JustinS@asicorp.org--lft msg & emailed him for payment status. (by Cynthia) 
 03/29/2019 - 3/29 recd call from upset customer still claiming that she was originally quoted $500-(claims she saw a text from our worker)..advsd her to contact her insurance adjuster etc...as we are still waiting on approval for payment or if she's be responsible for payment...advsd her that if the insurance co doesn't cover the tarp-she'll then be responsible---if she doesn't pay the a lien will be placed on the home..tried to calm her down & asked her to please wait for the outcome w/her insurance company..she hung up. (by Cynthia) 
 03/27/2019 - 3/27 - recd call from ho concerned about the amount of the invoice//claiming she was advsd $500--confirmed w/gus that ho was advsd 500-1500. 3/27 - spoke to renald w/customer service advsd ho has a deductible of $2500 has minimal damage to the interior...tarp might be covered but ho might have to pay out of pocket..he gave me the adjusters info: chris smith csmith@asicorp.org...will email him for status. (by Cynthia) 
 03/22/2019 - Sent to insurance company.    Sent final billing letter to customer. (by Michelle) 
 "
"290","03/22/2019 -  (by Cynthia) 
 "
"306","04/16/2019 - 4/16 - emailed servpro aging report (by Cynthia) 
 03/22/2019 -  (by Cynthia) 
 "
"314","03/25/2019 -  (by Michelle) 
 "
"316","03/26/2019 -  (by Cynthia) 
 "
"318","07/01/2019 -  (by Cynthia) 
 06/28/2019 - recd email from belinda stating: My apologies for the delay and thank you for your patience. I have inquired with our accounting department on an ETA for your invoice payment and they have let me know that it was placed in line for payment and approved. You should be receiving payment soon. (by Cynthia) 
 06/27/2019 - emailed belinda & chris for payment status (by Cynthia) 
 06/19/2019 - 6/19 - recd email from berlinda stating: 
Thank you for your inquiry. I am currently following up with our accounting department for a status update. I appreciate your patience and hope to have this information for you soon. (by Cynthia) 
 06/18/2019 - 6/18 - emailed belinda & chris invoice requesting payment status..(attached original billing msg) (by Cynthia) 
 05/16/2019 - Follow up with Christopher (by Michelle) 
 "
"352","03/26/2019 -  (by Cynthia) 
 "
"353","03/26/2019 -  (by Michelle) 
 "
"357","03/29/2019 -  (by Michelle) 
 03/14/2019 -  (by Michelle) 
 "
"358","03/29/2019 -  (by Cynthia) 
 "
"359","04/11/2019 -  (by Cynthia) 
 02/15/2019 -  (by Michelle) 
 "
"360","04/01/2019 -  (by Michelle) 
 03/25/2019 -  (by Michelle) 
 "
"361","03/27/2019 -  (by Michelle) 
 "
"362","03/27/2019 -  (by Cynthia) 
 03/27/2019 -  (by Cynthia) 
 03/15/2019 -  (by Cynthia) 
 03/04/2019 -  (by Michelle) 
 "
"363","03/28/2019 -  (by Michelle) 
 "
"364","03/28/2019 -  (by Cynthia) 
 "
"365","03/28/2019 -  (by Cynthia) 
 "
"366","04/23/2019 - 4/23 - spoke to elizabeth w/cust svcs-advsd paid in full-ck has been cut-going out today..directly to us... (by Cynthia) 
 04/01/2019 - 3/29 - HO ltr sent (by Cynthia) 
 04/01/2019 -  (by Michelle) 
 03/29/2019 -  (by Cynthia) 
 "
"367","05/29/2019 - 5/29 - recd call from HO stating he mailed the signed check out today... (by Cynthia) 
 05/21/2019 - 5/21 - recd email from Jim stating that the HO just received the check yesterday..advsd will send out postage paid return envelope for HO to mail check to us.. (by Cynthia) 
 05/21/2019 - 5/21 - called HO & lft another msg regarding joint payment from frontline..5/21 - spoke to crystal w/customer service..verified the phone #, this is the only address for this HO-did give me his wife's email address: traci@traciburkephotography.com...she also advsd that the adjuster Jim spoke to the HO yesterday..advsd her i'll email the adjuster 1st to see if he can help me get in contact w/HO...if not then, i'll email the wife.. (by Cynthia) 
 05/17/2019 - 5/17 - lft (2) messages for HO regarding payment that was mailed out from frontline... (by Chris) 
 05/15/2019 - 5/14 - spoke to Mark w/cust svc advsd ck was printed & mailed on 5/8 to the insured (both names on the check)..will follow w/the insured for payment status. (by Cynthia) 
 05/06/2019 - 5/6 - spoke to alma w/customer service advsd ck for $800 was printed on 4/23 but has not been mailed out yet(not scanned in the system) (by Cynthia) 
 04/29/2019 - 4/29 - recd updated email from jim stating: Joint check between homeowner and Kruger mailed to the insured after final approval from management. (by Cynthia) 
 04/29/2019 - 4/29 - recd email from Jim stating: Shows issued but not mailed yet…..emailed him back verifying it's made payable/going out to the homeowner first... (by Cynthia) 
 04/29/2019 - 4/29 - emailed jim speach to see if payment was issued yet... (by Cynthia) 
 04/23/2019 - 4/23 - mailed out ck issued letter w/invoice & postage paid envelop to the homeowner.
4/23 - recd email from jim stating payment was issued to joe taylor and the insured..called jim to ask about our invoice..he didn't have us in the system to pay directly..he states the check needs to go to the homeowner first..he also advsd that as of 4/13-map dated 4/3 we are not listed on the preferred partners/emergency list for florida/alabama... (by Cynthia) 
 04/23/2019 - 4/23 - spoke to crystal w/customer service..advsd claim is still open-no payment yet..o.k. to email adjuster Jim Speach-jspeach@flhi.com (by Cynthia) 
 04/17/2019 -  (by Cynthia) 
 04/01/2019 -  (by Michelle) 
 03/11/2019 -  (by Cynthia) 
 "
"373","04/03/2019 -  (by Cynthia) 
 03/27/2019 -  (by Michelle) 
 "
"375","04/01/2019 -  (by Cynthia) 
 "
"377","06/24/2019 - spoke to jessica w/customer service advsd our invoice is being reviewed--engineer report has been reviewed/submitted she advsd me to follow up in 5-7 days-emailed emsbillreview2 for payment info (by Cynthia) 
 06/10/2019 - 6/10 - spoke to lisetta advsd they are still waiting on the engineer's report-this does take a few week...o.k. to follow up on 6/25 (by Chris) 
 05/30/2019 - 5/30 - spoke to lee w/insurance advsd he did not receive the initial tarp invoice-as it was forwarded to the adjuster by csr..he gained access to it now..he confirmed that they are still determining coverage and once it's determined we'll get payment (by Cynthia) 
 05/30/2019 - 5/30 - spoke to ej w/cust svc advsd ck was printed for this invoice--not mailed out yet. they are still trying to determine coverage..she suggested i email emsbillreview2 for payment status on the tarp invoice..emailed for payment status on both invoices.. (by Cynthia) 
 05/08/2019 - 5/8 - spoke to elizabeth w/cust svc advsd still need to determine coverage-they had to put a request to the engineer dept..may need an inspection...this will take some time to close/pay out (by Cynthia) 
 04/30/2019 - 4/30 - spoke to lisette w/cust svc advsd this is w/the supervisor adjuster cynthia galvin--determine coverage--no update for payment yet..check back in 2 weeks.. (by Cynthia) 
 04/01/2019 - 4/1 - HO letter sent (by Cynthia) 
 04/01/2019 -  (by Cynthia) 
 "
"379","06/27/2019 - mailed out recorded lien via reg mail & certified--emailed it as well (by Cynthia) 
 06/26/2019 -  (by Cynthia) 
 06/26/2019 - submitted lien for e-record..once recorded will send out lien letter to ho via email/reg mail-ho has another home in miami...ho has until 7/19 to pay in full including $250 lien fee.. (by Cynthia) 
 06/24/2019 - 6/21 - emailed ho & called ho regarding payment...advsd trying to avoid this going into collections, if this is not paid by 6/25-will process lien (by Cynthia) 
 06/19/2019 -  (by Cynthia) 
 06/13/2019 - 6/13 - emailed ho (with read receipt/delivery receipt) confirming payment was mailed out... (by Cynthia) 
 06/03/2019 - 6/3 - spoke to HO confirmed receipt of check from insurance and postage paid envelope-will mail payment to us this week..upon receipt requests a paid invoice to be emailed to him at: coop2553@7-11.com (by Cynthia) 
 05/21/2019 - 5/21 - spoke to HO confirmed receipt of ck..requested postage paid envelope to send back to us...mailed out. (by Cynthia) 
 05/15/2019 - 5/15- spoke to lynn w/cust svc advsd pymnt in full was mailed to the insured on 5/10 (check in both names)...called ho 239-303-2537 lft msg (by Cynthia) 
 05/06/2019 - 5/6 - spoke to lorraine w/cust svc - confirmed receipt of the fb pkt emailed on 4/30-this is now with Jennifer Kreinik...o.k. to email claims@hcpci.com for payment status on 5/15 (by Cynthia) 
 04/30/2019 - 4/30 - emailel HCI claims dept board up billing packet..
4/30 - recd note from derrick moore dmoore@triagenetwork.com stating: this carrier does not pay us, please follow up with carrier for payment (by Cynthia) 
 04/30/2019 - 4/29-posted note on xactanalysis requesting update for payment (by Cynthia) 
 04/26/2019 - 4/26 - spoke to alma w/claims customer service...advsd that the claim does not have any of our documents in their system--requested me to email them over to  claims@hcpci.com..she also advsd that jay diggs is not the adjuster looking at the claim..it's jennifer-she couldn't provide me with her email address...emailed billing packet to claims..will follow up to verify confirmation of the billing packet. (by Cynthia) 
 04/01/2019 -  (by Cynthia) 
 04/01/2019 - 4/1 - HO letter sent (by Cynthia) 
 04/01/2019 -  (by Cynthia) 
 "
"380","04/01/2019 -  (by Michelle) 
 "
"382","04/10/2019 -  (by Michelle) 
 03/29/2019 -  (by Cynthia) 
 "
"383","04/10/2019 - Emailed Christopher invoice for moving. (by Michelle) 
 "
"384","04/04/2019 -  (by Cynthia) 
 "
"389","07/02/2019 -  (by Cynthia) 
 06/27/2019 -  (by Cynthia) 
 06/27/2019 - recd email from Hugo stating: Yes, we got payment about two days ago. I will send your check today. Sorry I forgot to let you know before. (by Cynthia) 
 06/27/2019 - emailed for payment status (by Cynthia) 
 04/04/2019 -  (by Cynthia) 
 "
